2026-03-04 03:22:02,031 | INFO     | [utils_config.py:221] | Peer adicionado: 127.0.0.1:5001 (ID: 5001)
2026-03-04 03:22:02,032 | INFO     | [utils_config.py:221] | Peer adicionado: 127.0.0.1:5002 (ID: 5002)
2026-03-04 03:22:02,032 | INFO     | [utils_config.py:221] | Peer adicionado: 127.0.0.1:5003 (ID: 5003)
2026-03-04 03:22:02,032 | INFO     | [app_gui.py:171] | Interface iniciada. Nó configurado para porta 64483
2026-03-04 03:22:02,198 | INFO     | [database_engine.py:41] | Pool de conexões MySQL criado com sucesso.
2026-03-04 03:22:02,199 | INFO     | [database_engine.py:61] | Banco de dados 'ddb_test' garantido no XAMPP.
2026-03-04 03:22:02,200 | ERROR    | [database_engine.py:75] | Erro ao inicializar schema do DB: 1046 (3D000): No database selected
2026-03-04 03:22:02,204 | INFO     | [network_core.py:108] | Servidor de rede iniciado em 127.0.0.1:64483
2026-03-04 03:22:02,243 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
2026-03-04 03:22:02,244 | INFO     | [distributed_node.py:59] | Nó iniciado com sucesso. Estado: FOLLOWER
2026-03-04 03:22:02,252 | INFO     | [distributed_node.py:173] | Iniciando eleição. Meu ID: 4776
2026-03-04 03:22:04,283 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:22:04,283 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:22:04,283 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:22:04,297 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5001 (Nó offline?)
2026-03-04 03:22:06,357 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5002 (Nó offline?)
2026-03-04 03:22:08,405 | WARNING  | [network_core.py:201] | Conexão recusada por 127.0.0.1:5003 (Nó offline?)
2026-03-04 03:22:08,406 | INFO     | [distributed_node.py:202] | Fui eleito o novo COORDENADOR da rede DDB!
2026-03-04 03:22:08,411 | DEBUG    | [network_core.py:214] | [TX] Broadcast de COORDINATOR_ANNOUNCE para 3 nós.
2026-03-04 03:22:09,286 | DEBUG    | [network_core.py:214] | [TX] Broadcast de HEARTBEAT para 3 nós.
